algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7978639787435532,0.5873921284079552,1.0,0.027937846444547176,nan,1000.0,1.0,1.0,50467,567,0,64,5.3910709426356425,0.0,0.4116613417863846,nan,0.03916200108094564,0.0,56.7,168.22333333333333,0.7428060412406922,nan,5.3910709426356425,1.7763568394002505e-15,2.025,0.9250291413614508,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7973784786462784,0.5890424314141274,0.9919611886715081,0.026634631391901236,nan,1000.0,0.9841950497907347,1.0,50447,554,0,129,5.438866451018773,0.0,0.35583057082616365,nan,0.042184448206105334,0.0,42.61538461538461,168.15666666666667,0.5749739454342768,nan,5.438866451018773,8.881784197001252e-16,2.04,0.9239973150326204,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.7977534809708595,0.5884718251228332,0.998689384010485,0.026607364948306764,nan,1000.0,0.9974025974025974,1.0,50319,420,0,23,5.487490132582891,0.0,0.616999796458653,nan,0.04785348239480188,0.0,60.0,167.73,1.2175837414605277,nan,5.487490132582891,8.881784197001252e-16,2.055,0.9237829664882932,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.7976649767160415,0.589258334338665,0.9981684981684982,0.026880208535918167,nan,1000.0,0.9964285714285713,1.0,50646,747,0,127,5.536958684228259,0.0,0.3357830537217004,nan,0.03897167329151411,0.0,53.357142857142854,168.82,0.590509044272559,nan,5.536958684228259,0.0,2.07,0.9228007577271781,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.7974994802474975,0.590061197578907,0.9978802806389014,0.02583856601268053,nan,1000.0,0.9958256029684601,1.0,50592,694,0,138,5.587289300560204,0.0,0.3375245024050985,nan,0.04005072965512941,0.0,49.57142857142857,168.64,0.5645355560949871,nan,5.587289300560204,8.881784197001252e-16,2.085,0.9215632219490896,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.7979509800672531,0.5893531516194344,1.0,0.024741398743711986,nan,1000.0,1.0,1.0,50547,647,0,122,5.63849969192122,0.0,0.37712799127285296,nan,0.0362578191892408,0.0,49.76923076923077,168.49,0.568994783438169,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9206465389506266,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.7978939792513847,0.5898503431677818,0.9956533776301217,0.024526146054267884,nan,1000.0,0.9915649867374006,1.0,50391,494,0,63,5.690608103126535,0.0,0.37389717996120453,nan,0.03566198898885349,0.0,49.4,167.97,0.6883473753929138,nan,5.690608103126535,0.0,2.115,0.9202325366282269,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.7977869781851769,0.5905221709609032,0.9800000000000001,0.02423037476837635,nan,1000.0,0.9666666666666666,1.0,50421,522,0,61,5.743633332930534,0.0,0.42746325135231017,nan,0.0450725401761813,0.0,52.2,168.07,0.8136904299259186,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9197028359530702,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.7975979799032211,0.591551060974598,1.0,0.02583959357192119,nan,1000.0,1.0,1.0,50213,313,0,26,5.797594754252544,0.0,0.4024827132622401,nan,0.03389448926867897,0.0,52.166666666666664,167.37666666666667,0.7858105500539144,nan,5.797594754252544,1.7763568394002505e-15,2.145,0.9195144637495793,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7978504812717437,0.591600592136383,1.0,0.026772943724478995,nan,1000.0,1.0,1.0,50282,382,0,30,5.852512335191407,0.0,0.4182533196040562,nan,0.03737207872235561,0.0,54.57142857142857,167.60666666666665,0.8150899750845773,nan,5.852512335191407,8.881784197001252e-16,2.16,0.9192553363621043,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.7977579793334008,0.5920376724004746,1.0,0.024784877710044385,nan,1000.0,1.0,1.0,50513,613,0,48,5.9084066608593115,0.0,0.4492331236600876,nan,0.03597562687637887,0.0,61.3,168.37666666666667,0.850116366147995,nan,5.9084066608593115,8.881784197001252e-16,2.175,0.9188431052405274,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.797573978304863,0.5937231054902077,1.0,0.02563098126224109,nan,1000.0,1.0,1.0,50222,322,0,36,5.965298956066539,0.0,0.4199411230427878,nan,0.04094812290562709,0.0,46.0,167.40666666666667,0.8105732883725848,nan,5.965298956066539,8.881784197001252e-16,2.19,0.918524692065228,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7976299807429313,0.5931406530737877,0.9939194843117906,0.02418947507711974,nan,1000.0,0.9883003388621365,1.0,50497,601,0,70,6.023211108889668,0.0,0.4102300920269706,nan,0.039721065053139014,0.0,54.63636363636363,168.32333333333332,0.7153135971589522,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9179026401681454,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7976944801211358,0.5947081133723259,1.0,0.022844782471656798,nan,1000.0,1.0,1.0,50345,445,0,70,6.0821656951570935,0.0,0.3813804775476456,nan,0.03483325193091236,0.0,44.5,167.81666666666666,0.631425753235817,nan,6.0821656951570935,0.0,2.22,0.9172608339707564,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7975894784927369,0.595004526078701,1.0,0.02450667101551186,nan,1000.0,1.0,1.0,50439,539,0,82,6.142186003886752,0.0,0.3372174257581884,nan,0.033842552782964684,0.0,49.0,168.13,0.5749273923310366,nan,6.142186003886752,8.881784197001252e-16,2.235,0.9165063798166608,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7981429797410965,0.5940768650174141,1.0,0.03012979237569703,nan,1000.0,1.0,1.0,50323,423,0,54,6.2032960637121075,0.0,0.3369748625490401,nan,0.03330942558963163,0.0,47.0,167.74333333333334,0.6187606387668185,nan,6.2032960637121075,8.881784197001252e-16,2.25,0.916081631246409,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.7979339781403542,0.5950331431627274,0.9982300884955752,0.026532530784606934,nan,1000.0,0.9964912280701753,1.0,50106,207,0,17,6.2655206703336805,0.0,0.4285905838012695,nan,0.042035256671278484,0.0,41.4,167.02,0.8263760805130005,nan,6.2655206703336805,8.881784197001252e-16,2.265,0.91592491517778,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.797886980175972,0.5949760571122169,1.0,0.023748546971806457,nan,1000.0,1.0,1.0,50461,561,0,158,6.328885415034606,0.0,0.3141403155667441,nan,0.03350022098430682,0.0,40.07142857142857,168.20333333333335,0.4534456197704588,nan,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9146477100011554,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7979844829440117,0.5953897100687027,1.0,0.02693980390375311,nan,1000.0,1.0,1.0,50411,511,0,84,6.393416714299888,0.0,0.32424604892730713,nan,0.03453035522276255,0.0,46.45454545454545,168.03666666666666,0.5995634333653883,nan,6.393416714299888,1.7763568394002505e-15,2.295,0.9140433712274213,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7979324808716775,0.5966189828515053,1.0,0.024351442439688578,nan,1000.0,1.0,1.0,50376,476,0,52,6.459141840580269,0.0,0.3329622149467468,nan,0.034958018840396246,0.0,52.888888888888886,167.92,0.6589626537428962,nan,6.459141840580269,8.881784197001252e-16,2.31,0.9136324358916829,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.7984214785695076,0.5956873634457588,1.0,0.024452988227660007,nan,1000.0,1.0,1.0,50298,398,0,94,6.526088954243007,0.0,0.2999194616621191,nan,0.030786356013199415,0.0,36.18181818181818,167.66,0.5281970528039065,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9129510132995255,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.7981249782443046,0.5963703089952469,1.0,0.023534109195073444,nan,1000.0,1.0,1.0,50250,350,0,16,6.594287136752883,0.0,0.43634752929210663,nan,0.03202440949342993,0.0,58.333333333333336,167.5,0.9184565544128418,nan,6.594287136752883,0.0,2.3400000000000003,0.9128057598610962,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7980054798722267,0.5972908249497414,0.9968104983069844,0.025084160268306732,nan,1000.0,0.9936789905412077,1.0,50490,594,0,58,6.663766425128329,0.0,0.37743700444698336,nan,0.03653537234611223,0.0,59.4,168.3,0.6738864183425903,nan,6.663766425128329,2.6645352591003757e-15,2.355,0.9124749267082742,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7981184783577919,0.5977109912037849,1.0,0.02536053355369303,nan,1000.0,1.0,1.0,50462,562,0,42,6.734557847718581,0.0,0.3876292208830516,nan,0.032006058624339785,0.0,62.44444444444444,168.20666666666668,0.7487984299659729,nan,6.734557847718581,0.0,2.37,0.912167611610858,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7980364793539048,0.5983345979452133,0.9941666238171588,0.02236560856302579,nan,1000.0,0.9887440068891681,1.0,50499,602,0,91,6.8066934613493295,0.0,0.34593350688616437,nan,0.03444657185761163,0.0,50.166666666666664,168.33,0.6007905354102453,nan,6.8066934613493295,8.881784197001252e-16,2.385,0.9115238190999789,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.7980749800801277,0.5990108317136764,1.0,0.025457428535446525,nan,1000.0,1.0,1.0,50498,598,0,32,6.88020638988533,0.0,0.42021186649799347,nan,0.030051778806093513,0.0,74.75,168.32666666666665,0.8118443712592125,nan,6.88020638988533,1.7763568394002505e-15,2.4,0.9112606406523914,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.7981389784812927,0.5991035735607148,1.0,0.026094568738092978,nan,1000.0,1.0,1.0,50196,296,0,128,6.955130864259989,0.0,0.292457972963651,nan,0.031823124104258,0.0,24.666666666666668,167.32,0.4527846425771713,nan,6.955130864259989,8.881784197001252e-16,2.415,0.9101513265456801,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.7979249787330628,0.6001827427744866,1.0,0.025874624294894084,nan,1000.0,1.0,1.0,50157,257,0,38,7.031502264023104,0.0,0.32273008142198834,nan,0.03105380838316313,0.0,36.714285714285715,167.19,0.6145706176757812,nan,7.031502264023104,8.881784197001252e-16,2.43,0.909814786308195,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.7981889781355858,0.6002912124991417,1.0,0.02195596117526293,nan,1000.0,1.0,1.0,50399,499,0,70,7.10935716045911,0.0,0.37894347012043,nan,0.030858924104508644,0.0,49.9,167.99666666666667,0.5578569859266281,nan,7.10935716045911,8.881784197001252e-16,2.445,0.9092389103283823,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.7981784787774086,0.6011032527685165,1.0,0.022397525342447416,nan,1000.0,1.0,1.0,50287,387,0,38,7.188733361329623,0.0,0.37946454116276335,nan,0.03315246744108725,0.0,55.285714285714285,167.62333333333333,0.6841817498207092,nan,7.188733361329623,0.0,2.4599999999999995,0.9089530715049547,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.79804397970438,0.6015642240643502,0.9986013986013986,0.023966968906196682,nan,1000.0,0.9972451790633609,1.0,50424,525,0,89,7.269669957295137,0.0,0.30448011783036316,nan,0.030363694468667903,0.0,47.72727272727273,168.08,0.5120859064839103,nan,7.269669957295137,8.881784197001252e-16,2.475,0.9082871354770773,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.7977734819054604,0.6034084585309029,1.0,0.02343670939179984,nan,1000.0,1.0,1.0,50542,642,0,66,7.352207370071938,0.0,0.3579460233449936,nan,0.03137306416980159,0.0,58.36363636363637,168.47333333333333,0.6070659106427972,nan,7.352207370071938,0.0,2.49,0.9077516097141973,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7982244807481765,0.6021675512194633,0.9955555555555555,0.022710381572445235,nan,1000.0,0.9916666666666667,1.0,50690,791,0,151,7.436387402381474,0.0,0.2881183465321859,nan,0.030656712796655557,0.0,52.733333333333334,168.96666666666667,0.45662885506947837,nan,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.9064608927714558,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.7980639800429344,0.6032321408390999,1.0,0.022913960739970207,nan,1000.0,1.0,1.0,50634,734,0,50,7.522253289750495,0.0,0.39215398728847506,nan,0.033689997124983086,0.0,73.4,168.78,0.7455390691757202,nan,7.522253289750495,0.0,2.52,0.9061093209540282,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7980999806523323,0.6034734579920769,1.0,0.023718976726134617,nan,1000.0,1.0,1.0,50299,399,0,58,7.609849754221229,0.0,0.30692237615585327,nan,0.029522711086047357,0.0,44.333333333333336,167.66333333333333,0.5743363300959269,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9056618713928353,nan
