algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,eps_n_honest,eps_n_attacker,n_rejected_honest,n_rejected_attacker,D_threshold_honest,D_threshold_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.886301477253437,0.38574930280447006,0.9932187960516815,0.014002953190356493,nan,1000.0,0.9869333061863242,1.0,50646,751,0,123,0.24792613408395223,nan,5.536958684228259,0.0,53.642857142857146,168.82,0.027709113683856947,0.0,0.3704057591302054,nan,5.536958684228259,0.0,2.07,0.9222808751269024,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.8861264765262604,0.38657014816999435,0.9953927025355597,0.013747414374457938,nan,1000.0,0.991038703253078,1.0,50592,697,0,135,0.2800797958459173,nan,5.587289300560204,0.0,49.785714285714285,168.64,0.032349074049256916,0.0,0.42739480095250265,nan,5.587289300560204,8.881784197001252e-16,2.085,0.9210281452528626,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.886155975162983,0.386383143812418,0.9914529914529915,0.014031664468348026,nan,1000.0,0.9846153846153847,1.0,50547,648,0,121,0.2960140063212468,nan,5.63849969192122,0.0,49.84615384615385,168.49,0.026070002902072318,0.0,0.3651549036686237,nan,5.63849969192122,8.881784197001252e-16,2.1,0.9200964062835579,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.8862124758958817,0.3865851636230946,0.9925911386164014,0.014004991110414266,nan,1000.0,0.985546468218882,1.0,50391,496,0,61,0.2782077804207802,nan,5.690608103126535,0.0,49.6,167.97,0.026167913339981287,0.0,0.46837277710437775,nan,5.690608103126535,0.0,2.115,0.919676625971824,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.8862474781274795,0.38686135694384577,0.9791596638655463,0.014584680926054716,nan,1000.0,0.9650000000000001,1.0,50421,523,0,60,0.35096333026885984,nan,5.743633332930534,0.0,52.3,168.07,0.038638741323167865,0.0,0.6477491378784179,nan,5.743633332930534,8.881784197001252e-16,2.13,0.9191393445466909,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.8861909767985344,0.38736112654209137,0.9666666666666667,0.017175580995778244,nan,1000.0,0.9444444444444443,1.0,50213,314,0,25,0.31464673578739166,nan,5.797594754252544,0.0,52.333333333333336,167.37666666666667,0.025661576337324608,0.0,0.5750855604807535,nan,5.797594754252544,1.7763568394002505e-15,2.145,0.9189494585663271,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.8863224783539772,0.38718240678310395,1.0,0.013485719982002462,nan,1000.0,1.0,1.0,50282,382,0,30,0.3197005646569388,nan,5.852512335191407,0.0,54.57142857142857,167.60666666666665,0.028551527562926417,0.0,0.5773907090936389,nan,5.852512335191407,8.881784197001252e-16,2.16,0.9186864384766443,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.886254480779171,0.38754589200019834,0.9990291262135923,0.01336616175249219,nan,1000.0,0.998076923076923,1.0,50513,614,0,47,0.342952761054039,nan,5.9084066608593115,0.0,61.4,168.37666666666667,0.027202082645790188,0.0,0.6070601373910904,nan,5.9084066608593115,8.881784197001252e-16,2.175,0.918271815887898,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.88628547757864,0.38769646123051643,1.0,0.013023724114256246,nan,1000.0,1.0,1.0,50222,322,0,36,0.3075953083378928,nan,5.965298956066539,0.0,46.0,167.40666666666667,0.03083931910966841,0.0,0.5708934579576764,nan,5.965298956066539,8.881784197001252e-16,2.19,0.9179494855399477,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.8861949747800827,0.38815645068883897,0.9927764326069412,0.013593842275440693,nan,1000.0,0.9860922110726136,1.0,50497,602,0,69,0.34134221889755945,nan,6.023211108889668,0.0,54.72727272727273,168.32333333333332,0.031812589885482793,0.0,0.5053470188921149,nan,6.023211108889668,8.881784197001252e-16,2.205,0.9173124085025549,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.8862429767847061,0.38838613763451574,0.9986696621294217,0.01280198059976101,nan,1000.0,0.99735698139454,1.0,50345,447,0,68,0.3102498590946198,nan,6.0821656951570935,0.0,44.7,167.81666666666666,0.026713181154329534,0.0,0.4582899004220963,nan,6.0821656951570935,0.0,2.22,0.9166607901704369,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.8862189775705338,0.3885522565245628,0.9993979530403372,0.012251527133313093,nan,1000.0,0.9988038277511961,1.0,50439,540,0,81,0.25403207405046985,nan,6.142186003886752,0.0,49.09090909090909,168.13,0.022484592184348316,0.0,0.37104257670315827,nan,6.142186003886752,8.881784197001252e-16,2.235,0.9159033408626815,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.8862504774332046,0.38886809661984445,1.0,0.012671886218918694,nan,1000.0,1.0,1.0,50323,423,0,54,0.24006625844372642,nan,6.2032960637121075,0.0,47.0,167.74333333333334,0.023231730098950035,0.0,0.3988095886177487,nan,6.2032960637121075,8.881784197001252e-16,2.25,0.9154739451967512,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.8863199776411057,0.3889710767567158,1.0,0.0131601357832551,nan,1000.0,1.0,1.0,50106,206,0,18,0.2882086426019669,nan,6.2655206703336805,0.0,41.2,167.02,0.020963756702539103,0.0,0.4869081377983093,nan,6.2655206703336805,8.881784197001252e-16,2.265,0.9153200690425983,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.886326479613781,0.38925588116049764,0.9835417324482243,0.012163688894361258,nan,1000.0,0.9681830594024241,1.0,50461,571,0,148,0.2336560328091894,nan,6.328885415034606,0.0,40.785714285714285,168.20333333333335,0.023800013341961967,0.0,0.28374173598630087,nan,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9140348440623518,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.8862489777803421,0.3896361520886421,0.9898120380563548,0.013013369065116753,nan,1000.0,0.9807042859674439,1.0,50411,516,0,79,0.22939292273738168,nan,6.393416714299888,0.0,46.90909090909091,168.03666666666666,0.024652365184679472,0.0,0.3816189088604667,nan,6.393416714299888,1.7763568394002505e-15,2.295,0.9134215455249818,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.8862959772348404,0.38976027727127077,1.0,0.012149108366833793,nan,1000.0,1.0,1.0,50376,476,0,52,0.24410407576296064,nan,6.459141840580269,0.0,52.888888888888886,167.92,0.026019671308907196,0.0,0.4209168785148197,nan,6.459141840580269,8.881784197001252e-16,2.31,0.9130041755165643,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.886304978132248,0.39003854140639305,0.9946747019917752,0.012302207337184385,nan,1000.0,0.9895847090762344,1.0,50298,401,0,91,0.21080420098521493,nan,6.526088954243007,0.0,36.45454545454545,167.66,0.019431069624446032,0.0,0.32643907449462195,nan,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.9123196454657455,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.8863334771990776,0.39033020615577696,1.0,0.011541659478098154,nan,1000.0,1.0,1.0,50250,350,0,16,0.2998049110174179,nan,6.594287136752883,0.0,58.333333333333336,167.5,0.021157328092411637,0.0,0.5959613372882208,nan,6.594287136752883,0.0,2.3400000000000003,0.9121742180649485,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.8862689781188965,0.39062341168522835,1.0,0.012106021214276553,nan,1000.0,1.0,1.0,50490,590,0,62,0.26441749185323715,nan,6.663766425128329,0.0,59.0,168.3,0.020324257904651085,0.0,0.41111826300621035,nan,6.663766425128329,2.6645352591003757e-15,2.355,0.9118496875175066,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.8862719759345055,0.39083314254879953,1.0,0.01204218032459418,nan,1000.0,1.0,1.0,50462,562,0,42,0.2557992289463679,nan,6.734557847718581,0.0,62.44444444444444,168.20666666666668,0.019553582280612762,0.0,0.42634837494956124,nan,6.734557847718581,0.0,2.37,0.9115393758557454,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.8862779775261879,0.39113804265856744,0.9799898151561236,0.011789205484092236,nan,1000.0,0.9628187080632733,1.0,50499,611,0,82,0.26188072686394054,nan,6.8066934613493295,0.0,50.916666666666664,168.33,0.02647491388033772,0.0,0.39864541590213776,nan,6.8066934613493295,8.881784197001252e-16,2.385,0.9108724926289933,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.8862974777817726,0.3913526551425457,0.9978813559322034,0.01132389041595161,nan,1000.0,0.9958333333333333,1.0,50498,599,0,31,0.28266490064561367,nan,6.88020638988533,0.0,74.875,168.32666666666665,0.018522184958323924,0.0,0.4983906261622906,nan,6.88020638988533,1.7763568394002505e-15,2.4,0.9106094925854687,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.8863209792971611,0.39166279196739195,0.9944444444444445,0.011457910450796286,nan,1000.0,0.9895833333333334,1.0,50196,297,0,127,0.2101662481824557,nan,6.955130864259989,0.0,24.75,167.32,0.019348653158241042,0.0,0.262075995405515,nan,6.955130864259989,8.881784197001252e-16,2.415,0.9094891901472424,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.8862744784355163,0.39195788130164144,0.989010989010989,0.011534326310668672,nan,1000.0,0.979591836734694,1.0,50157,258,0,37,0.21638901105948857,nan,7.031502264023104,0.0,36.857142857142854,167.19,0.019551296949115584,0.0,0.35402081268174307,nan,7.031502264023104,8.881784197001252e-16,2.43,0.9091477719134909,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.8863034775853157,0.392200822532177,1.0,0.011279846169054508,nan,1000.0,1.0,1.0,50399,499,0,70,0.30250429958105085,nan,7.10935716045911,0.0,49.9,167.99666666666667,0.02107428833234275,0.0,0.36055547297000884,nan,7.10935716045911,8.881784197001252e-16,2.445,0.9085664995171022,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.8863209757208824,0.3924809594452381,1.0,0.011385183781385422,nan,1000.0,1.0,1.0,50287,387,0,38,0.2824601573603494,nan,7.188733361329623,0.0,55.285714285714285,167.62333333333333,0.022347789265359286,0.0,0.41594455071858,nan,7.188733361329623,0.0,2.4599999999999995,0.9082718157783215,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.8863309764862061,0.3927855575084686,0.9956584883200438,0.010797573253512383,nan,1000.0,0.9915103871460609,1.0,50424,528,0,86,0.2020255828445608,nan,7.269669957295137,0.0,48.0,168.08,0.01938449351294363,0.0,0.2925185398621993,nan,7.269669957295137,8.881784197001252e-16,2.475,0.9075929531187095,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.8862994754314423,0.39301533207297323,0.9978548082769604,0.011149635623124514,nan,1000.0,0.9957442643489155,1.0,50542,645,0,63,0.25503206659447064,nan,7.352207370071938,0.0,58.63636363636363,168.47333333333333,0.02085603339829816,0.0,0.3720728646625172,nan,7.352207370071938,0.0,2.49,0.9070494466336668,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.8862909770011902,0.3933639109134674,0.9903586027499072,0.011015276362498602,nan,1000.0,0.9826001511715797,1.0,50690,794,0,148,0.2030087689558665,nan,7.436387402381474,0.0,52.93333333333333,168.96666666666667,0.019282220508048325,0.0,0.2719867060581843,nan,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.9057501170251482,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.8862844768166542,0.3936390936374664,0.999476439790576,0.010861557815223933,nan,1000.0,0.9989583333333334,1.0,50634,735,0,49,0.2623454689979553,nan,7.522253289750495,0.0,73.5,168.78,0.022794697269448244,0.0,0.4452494114637375,nan,7.522253289750495,0.0,2.52,0.9053942596755554,nan
trust-aware,scale,mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.8863354784250259,0.39385703325271604,0.9983896940418681,0.01114053361945682,nan,1000.0,0.9968253968253968,1.0,50299,400,0,57,0.20569580296675363,nan,7.609849754221229,0.0,44.44444444444444,167.66333333333333,0.01881372770482233,0.0,0.3459817104869419,nan,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9049427721226972,nan
